ID,Rua_Acolhimento,Motivo_dormir_rua
2909,Rua,Não se aplica
2910,Rua,Não se aplica
2911,Rua,Não se aplica
2912,Rua,Não se aplica
2913,Rua,Não se aplica
2914,Rua,Não se aplica
2915,Rua,Não se aplica
2916,Rua,Não se aplica
2917,Rua,Não se aplica
2918,Rua,Não se aplica
2919,Rua,Não se aplica
2920,Rua,Não se aplica
2921,Rua,Não se aplica
2922,Rua,Não se aplica
2923,Rua,Não se aplica
2924,Rua,Não se aplica
2925,Rua,Não se aplica
2926,Rua,Não se aplica
2927,Rua,Não se aplica
2928,Rua,Não se aplica
2929,Rua,Não se aplica
2930,Rua,Não se aplica
2931,Rua,Não se aplica
2932,Rua,Não se aplica
2933,Rua,Não se aplica
2934,Rua,Não se aplica
2935,Rua,Não se aplica
2936,Rua,Não se aplica
2937,Rua,Não se aplica
2938,Rua,Não se aplica
2939,Rua,Não se aplica
2940,Rua,Não se aplica
2941,Rua,Não se aplica
2942,Rua,Não se aplica
2943,Rua,Não se aplica
2944,Rua,Não se aplica
2945,Rua,Não se aplica
2946,Rua,Não se aplica
2947,Rua,Não se aplica
2948,Rua,Não se aplica
2949,Rua,Não se aplica
2950,Rua,Não se aplica
2951,Rua,Não se aplica
2952,Rua,Não se aplica
2953,Rua,Não se aplica
2954,Rua,Não se aplica
2955,Rua,Não se aplica
2956,Rua,Não se aplica
2957,Rua,Não se aplica
2958,Rua,Não se aplica
2959,Rua,Não se aplica
2960,Rua,Não se aplica
2961,Rua,Não se aplica
2962,Rua,Não se aplica
2963,Rua,Não se aplica
2964,Rua,Não se aplica
2965,Rua,Não se aplica
2966,Rua,Não se aplica
2967,Rua,Não se aplica
2968,Rua,Não se aplica
2969,Rua,Não se aplica
2970,Rua,Não se aplica
2971,Rua,Não se aplica
2972,Rua,Não se aplica
2973,Rua,Não se aplica
2974,Rua,Não se aplica
2975,Rua,Não se aplica
2976,Rua,Não se aplica
2977,Rua,Não se aplica
2978,Rua,Não se aplica
2979,Rua,Não se aplica
2980,Rua,Não se aplica
2981,Rua,Não se aplica
2982,Rua,Não se aplica
2983,Rua,Não se aplica
2984,Rua,Não se aplica
2985,Rua,Não se aplica
2986,Rua,Não se aplica
2987,Rua,Não se aplica
2988,Rua,Não se aplica
2989,Rua,Não se aplica
2990,Rua,Não se aplica
2991,Rua,Não se aplica
2992,Rua,Não se aplica
2993,Rua,Não se aplica
2994,Rua,Não se aplica
2995,Rua,Não se aplica
2996,Rua,Não se aplica
2997,Rua,Não se aplica
2998,Rua,Não se aplica
2999,Rua,Não se aplica
3000,Rua,Não se aplica
3001,Rua,Não se aplica
3002,Rua,Não se aplica
3003,Rua,Não se aplica
3004,Rua,Não se aplica
3005,Rua,Não se aplica
3006,Rua,Não se aplica
3007,Rua,Não se aplica
3008,Rua,Não se aplica
3009,Rua,Não se aplica
3010,Rua,Não se aplica
3011,Rua,Não se aplica
3012,Rua,Não se aplica
3013,Rua,Não se aplica
3014,Rua,Não se aplica
3015,Rua,Não se aplica
3016,Rua,Não se aplica
3017,Rua,Não se aplica
3018,Rua,Não se aplica
3019,Rua,Não se aplica
3020,Rua,Não se aplica
3021,Rua,Não se aplica
3022,Rua,Não se aplica
3023,Rua,Não se aplica
3024,Rua,Não se aplica
3025,Rua,Não se aplica
3026,Rua,Não se aplica
3027,Rua,Não se aplica
3028,Rua,Não se aplica
3029,Rua,Não se aplica
3030,Rua,Não se aplica
3031,Rua,Não se aplica
3032,Rua,Não se aplica
3033,Rua,Não se aplica
3034,Rua,Não se aplica
3035,Rua,Não se aplica
3036,Rua,Não se aplica
3037,Rua,Não se aplica
3038,Rua,Não se aplica
3039,Rua,Não se aplica
3040,Rua,Não se aplica
3041,Rua,Não se aplica
3042,Rua,Não se aplica
3043,Rua,Não se aplica
3044,Rua,Não se aplica
3045,Rua,Não se aplica
3046,Rua,Não se aplica
3047,Rua,Não se aplica
3048,Rua,Não se aplica
3049,Rua,Não se aplica
3050,Rua,Não se aplica
3051,Rua,Não se aplica
3052,Rua,Não se aplica
3053,Rua,Não se aplica
3054,Rua,Não se aplica
3055,Rua,Não se aplica
3056,Rua,Não se aplica
3057,Rua,Não se aplica
3058,Rua,Não se aplica
3059,Rua,Não se aplica
3060,Rua,Não se aplica
3061,Rua,Não se aplica
3062,Rua,Não se aplica
3063,Rua,Não se aplica
3064,Rua,Não se aplica
3065,Rua,Não se aplica
3066,Rua,Não se aplica
3067,Rua,Não se aplica
3068,Rua,Não se aplica
3069,Rua,Não se aplica
3070,Rua,Não se aplica
3071,Rua,Não se aplica
3072,Rua,Não se aplica
3073,Rua,Não se aplica
3074,Rua,Não se aplica
3075,Rua,Não se aplica
3076,Rua,Não se aplica
3077,Rua,Não se aplica
3078,Rua,Não se aplica
3079,Rua,Não se aplica
3080,Rua,Não se aplica
3081,Rua,Não se aplica
3082,Rua,Não se aplica
3083,Rua,Não se aplica
3084,Rua,Não se aplica
3085,Rua,Não se aplica
3086,Rua,Não se aplica
3087,Rua,Não se aplica
3088,Rua,Não se aplica
3089,Rua,Não se aplica
3090,Rua,Não se aplica
3091,Rua,Não se aplica
3092,Rua,Não se aplica
3093,Rua,Não se aplica
3094,Rua,Não se aplica
3095,Rua,Não se aplica
3096,Rua,Não se aplica
3097,Rua,Não se aplica
3098,Rua,Não se aplica
3099,Rua,Não se aplica
3100,Rua,Não se aplica
3101,Rua,Não se aplica
3102,Rua,Não se aplica
3103,Rua,Não se aplica
3104,Rua,Não se aplica
3105,Rua,Não se aplica
3106,Rua,Não se aplica
3107,Rua,Não se aplica
3108,Rua,Não se aplica
3109,Rua,Não se aplica
3110,Rua,Não se aplica
3111,Rua,Não se aplica
3112,Rua,Não se aplica
3113,Rua,Não se aplica
3114,Rua,Não se aplica
3115,Rua,Não se aplica
3116,Rua,Não se aplica
3117,Rua,Não se aplica
3118,Rua,Não se aplica
3119,Rua,Não se aplica
3120,Rua,Não se aplica
3121,Rua,Não se aplica
3122,Rua,Não se aplica
3123,Rua,Não se aplica
3124,Rua,Não se aplica
3125,Rua,Não se aplica
3126,Rua,Não se aplica
3127,Rua,Não se aplica
3128,Rua,Não se aplica
3129,Rua,Não se aplica
3130,Rua,Não se aplica
3131,Rua,Não se aplica
3132,Rua,Não se aplica
3133,Rua,Não se aplica
3134,Rua,Não se aplica
3135,Rua,Não se aplica
3136,Rua,Não se aplica
3137,Rua,Não se aplica
3138,Rua,Não se aplica
3139,Rua,Não se aplica
3140,Rua,Não se aplica
3141,Rua,Não se aplica
3142,Rua,Não se aplica
3143,Rua,Não se aplica
3144,Rua,Não se aplica
3145,Rua,Não se aplica
3146,Rua,Não se aplica
3147,Rua,Não se aplica
3148,Rua,Não se aplica
3149,Rua,Não se aplica
3150,Rua,Não se aplica
3151,Rua,Não se aplica
3152,Rua,Não se aplica
3153,Rua,Não se aplica
3154,Rua,Não se aplica
3155,Rua,Não se aplica
3156,Rua,Não se aplica
3157,Rua,Não se aplica
3158,Rua,Não se aplica
3159,Rua,Não se aplica
3160,Rua,Não se aplica
3161,Rua,Não se aplica
3162,Rua,Não se aplica
3163,Rua,Não se aplica
3164,Rua,Não se aplica
3165,Rua,Não se aplica
3166,Rua,Não se aplica
3167,Rua,Não se aplica
3168,Rua,Não se aplica
3169,Rua,Não se aplica
3170,Rua,Não se aplica
3171,Rua,Não se aplica
3172,Rua,Não se aplica
3173,Rua,Não se aplica
3174,Rua,Não se aplica
3175,Rua,Não se aplica
3176,Rua,Não se aplica
3177,Rua,Não se aplica
3178,Rua,Não se aplica
3179,Rua,Não se aplica
3180,Rua,Não se aplica
3181,Rua,Não se aplica
3182,Rua,Não se aplica
3183,Rua,Não se aplica
3184,Rua,Não se aplica
3185,Rua,Não se aplica
3186,Rua,Não se aplica
3187,Rua,Não se aplica
3188,Rua,Não se aplica
3189,Rua,Não se aplica
3190,Rua,Não se aplica
3191,Rua,Não se aplica
3192,Rua,Não se aplica
3193,Rua,Não se aplica
3194,Rua,Não se aplica
3195,Rua,Não se aplica
3196,Rua,Não se aplica
3197,Rua,Não se aplica
3198,Rua,Não se aplica
3199,Rua,Não se aplica
3200,Rua,Não se aplica
3201,Rua,Não se aplica
3202,Rua,Não se aplica
3203,Rua,Não se aplica
3204,Rua,Não se aplica
3205,Rua,Não se aplica
3206,Rua,Não se aplica
3207,Rua,Não se aplica
3208,Rua,Não se aplica
3209,Rua,Não se aplica
3210,Rua,Não se aplica
3211,Rua,Não se aplica
3212,Rua,Não se aplica
3213,Rua,Não se aplica
3214,Rua,Não se aplica
3215,Rua,Não se aplica
3216,Rua,Não se aplica
3217,Rua,Não se aplica
3218,Rua,Não se aplica
3219,Rua,Não se aplica
3220,Rua,Não se aplica
3221,Rua,Não se aplica
3222,Rua,Não se aplica
3223,Rua,Não se aplica
3224,Rua,Não se aplica
3225,Rua,Não se aplica
3226,Rua,Não se aplica
3227,Rua,Não se aplica
3228,Rua,Não se aplica
3229,Rua,Não se aplica
3230,Rua,Não se aplica
3231,Rua,Não se aplica
3232,Rua,Não se aplica
3233,Rua,Não se aplica
3234,Rua,Não se aplica
3235,Rua,Não se aplica
3236,Rua,Não se aplica
3237,Rua,Não se aplica
3238,Rua,Não se aplica
3239,Rua,Não se aplica
3240,Rua,Não se aplica
3241,Rua,Não se aplica
3242,Rua,Não se aplica
3243,Rua,Não se aplica
3244,Rua,Não se aplica
3245,Rua,Não se aplica
3246,Rua,Não se aplica
3247,Rua,Não se aplica
3248,Rua,Não se aplica
3249,Rua,Não se aplica
3250,Rua,Não se aplica
3251,Rua,Não se aplica
3252,Rua,Não se aplica
3253,Rua,Não se aplica
3254,Rua,Não se aplica
3255,Rua,Não se aplica
3256,Rua,Não se aplica
3257,Rua,Não se aplica
3258,Rua,Não se aplica
3259,Rua,Não se aplica
3260,Rua,Não se aplica
3261,Rua,Não se aplica
3262,Rua,Não se aplica
3263,Rua,Não se aplica
3264,Rua,Não se aplica
3265,Rua,Não se aplica
3266,Rua,Não se aplica
3267,Rua,Não se aplica
3268,Rua,Não se aplica
3269,Rua,Não se aplica
3270,Rua,Não se aplica
3271,Rua,Não se aplica
3272,Rua,Não se aplica
3273,Rua,Não se aplica
3274,Rua,Não se aplica
3275,Rua,Não se aplica
3276,Rua,Não se aplica
3277,Rua,Não se aplica
3278,Rua,Não se aplica
3279,Rua,Não se aplica
3280,Rua,Não se aplica
3281,Rua,Não se aplica
3282,Rua,Não se aplica
3283,Rua,Não se aplica
3284,Rua,Não se aplica
3285,Rua,Não se aplica
3286,Rua,Não se aplica
3287,Rua,Não se aplica
3288,Rua,Não se aplica
3289,Rua,Não se aplica
3290,Rua,Não se aplica
3291,Rua,Não se aplica
3292,Rua,Não se aplica
3293,Rua,Não se aplica
3294,Rua,Não se aplica
3295,Rua,Não se aplica
3296,Rua,Não se aplica
3297,Rua,Não se aplica
3298,Rua,Não se aplica
3299,Rua,Não se aplica
3300,Rua,Não se aplica
3301,Rua,Não se aplica
3302,Rua,Não se aplica
3303,Rua,Não se aplica
3304,Rua,Não se aplica
3305,Rua,Não se aplica
3306,Rua,Não se aplica
3307,Rua,Não se aplica
3308,Rua,Não se aplica
3309,Rua,Não se aplica
3310,Rua,Não se aplica
3311,Rua,Não se aplica
3312,Rua,Não se aplica
3313,Rua,Não se aplica
3314,Rua,Não se aplica
3315,Rua,Não se aplica
3316,Rua,Não se aplica
3317,Rua,Não se aplica
3318,Rua,Não se aplica
3319,Rua,Não se aplica
3320,Rua,Não se aplica
3321,Rua,Não se aplica
3322,Rua,Não se aplica
3323,Rua,Não se aplica
3324,Rua,Não se aplica
3325,Rua,Não se aplica
3326,Rua,Não se aplica
3327,Rua,Não se aplica
3328,Rua,Não se aplica
3329,Rua,Não se aplica
3330,Rua,Não se aplica
3331,Rua,Não se aplica
3332,Rua,Não se aplica
3333,Rua,Não se aplica
3334,Rua,Não se aplica
3335,Rua,Não se aplica
3336,Rua,Não se aplica
3337,Rua,Não se aplica
3338,Rua,Não se aplica
3339,Rua,Não se aplica
3340,Rua,Não se aplica
3341,Rua,Não se aplica
3342,Rua,Não se aplica
3343,Rua,Não se aplica
3344,Rua,Não se aplica
3345,Rua,Não se aplica
3346,Rua,Não se aplica
3347,Rua,Não se aplica
3348,Rua,Não se aplica
3349,Rua,Não se aplica
3350,Rua,Não se aplica
3351,Rua,Não se aplica
3352,Rua,Não se aplica
3353,Rua,Não se aplica
3354,Rua,Não se aplica
3355,Rua,Não se aplica
3356,Rua,Não se aplica
3357,Rua,Não se aplica
3358,Rua,Não se aplica
3359,Rua,Não se aplica
3360,Rua,Não se aplica
3361,Rua,Não se aplica
3362,Rua,Não se aplica
3363,Rua,Não se aplica
3364,Rua,Não se aplica
3365,Rua,Não se aplica
3366,Rua,Não se aplica
3367,Rua,Não se aplica
3368,Rua,Não se aplica
3369,Rua,Não se aplica
3370,Rua,Não se aplica
3371,Rua,Não se aplica
3372,Rua,Não se aplica
3373,Rua,Não se aplica
3374,Rua,Não se aplica
3375,Rua,Não se aplica
3376,Rua,Não se aplica
3377,Rua,Não se aplica
3378,Rua,Não se aplica
3379,Rua,Não se aplica
3380,Rua,Não se aplica
3381,Rua,Não se aplica
3382,Rua,Não se aplica
3383,Rua,Não se aplica
3384,Rua,Não se aplica
3385,Rua,Não se aplica
3386,Rua,Não se aplica
3387,Rua,Não se aplica
3388,Rua,Não se aplica
3389,Rua,Não se aplica
3390,Rua,Não se aplica
3391,Rua,Não se aplica
3392,Rua,Não se aplica
3393,Rua,Não se aplica
3394,Rua,Não se aplica
3395,Rua,Não se aplica
3396,Rua,Não se aplica
3397,Rua,Não se aplica
3398,Rua,Não se aplica
3399,Rua,Não se aplica
3400,Rua,Não se aplica
3401,Rua,Não se aplica
3402,Rua,Não se aplica
3403,Rua,Não se aplica
3404,Rua,Não se aplica
3405,Rua,Não se aplica
3406,Rua,Não se aplica
3407,Rua,Não se aplica
3408,Rua,Não se aplica
3409,Rua,Não se aplica
3410,Rua,Não se aplica
3411,Rua,Não se aplica
3412,Rua,Não se aplica
3413,Rua,Não se aplica
3414,Rua,Não se aplica
3415,Rua,Não se aplica
3416,Rua,Não se aplica
3417,Rua,Não se aplica
3418,Rua,Não se aplica
3419,Rua,Não se aplica
3420,Rua,Não se aplica
3421,Rua,Não se aplica
3422,Rua,Não se aplica
3423,Rua,Não se aplica
3424,Rua,Não se aplica
3425,Rua,Não se aplica
3426,Rua,Não se aplica
3427,Rua,Não se aplica
3428,Rua,Não se aplica
3429,Rua,Não se aplica
3430,Rua,Não se aplica
3431,Rua,Não se aplica
3432,Rua,Não se aplica
3433,Rua,Não se aplica
3434,Rua,Não se aplica
3435,Rua,Não se aplica
3436,Rua,Não se aplica
3437,Rua,Não se aplica
3438,Rua,Não se aplica
3439,Rua,Não se aplica
3440,Rua,Não se aplica
3441,Rua,Não se aplica
3442,Rua,Não se aplica
3443,Rua,Não se aplica
3444,Rua,Não se aplica
3445,Rua,Não se aplica
3446,Rua,Não se aplica
3447,Rua,Não se aplica
3448,Rua,Não se aplica
3449,Rua,Não se aplica
3450,Rua,Não se aplica
3451,Rua,Não se aplica
3452,Rua,Não se aplica
3453,Rua,Não se aplica
3454,Rua,Não se aplica
3455,Rua,Não se aplica
3456,Rua,Não se aplica
3457,Rua,Não se aplica
3458,Rua,Não se aplica
3459,Rua,Não se aplica
3460,Rua,Não se aplica
3461,Rua,Não se aplica
3462,Rua,Não se aplica
3463,Rua,Não se aplica
3464,Rua,Não se aplica
3465,Rua,Não se aplica
3466,Rua,Não se aplica
3467,Rua,Não se aplica
3468,Rua,Não se aplica
3469,Rua,Não se aplica
3470,Rua,Não se aplica
3471,Rua,Não se aplica
3472,Rua,Não se aplica
3473,Rua,Não se aplica
3474,Rua,Não se aplica
3475,Rua,Não se aplica
3476,Rua,Não se aplica
3477,Rua,Não se aplica
3478,Rua,Não se aplica
3479,Rua,Não se aplica
3480,Rua,Não se aplica
3481,Rua,Não se aplica
3482,Rua,Não se aplica
3483,Rua,Não se aplica
3484,Rua,Não se aplica
3485,Rua,Não se aplica
3486,Rua,Não se aplica
3487,Rua,Não se aplica
3488,Rua,Não se aplica
3489,Rua,Não se aplica
3490,Rua,Não se aplica
3491,Rua,Não se aplica
3492,Rua,Não se aplica
3493,Rua,Não se aplica
3494,Rua,Não se aplica
3495,Rua,Não se aplica
3496,Rua,Não se aplica
3497,Rua,Não se aplica
3498,Rua,Não se aplica
3499,Rua,Não se aplica
3500,Rua,Não se aplica
3501,Rua,Não se aplica
3502,Rua,Não se aplica
3503,Rua,Não se aplica
3504,Rua,Não se aplica
3505,Rua,Não se aplica
3506,Rua,Não se aplica
3507,Rua,Não se aplica
3508,Rua,Não se aplica
3509,Rua,Não se aplica
3510,Rua,Não se aplica
3511,Rua,Não se aplica
3512,Rua,Não se aplica
3513,Rua,Não se aplica
3514,Rua,Não se aplica
3515,Rua,Não se aplica
3516,Rua,Não se aplica
3517,Rua,Não se aplica
3518,Rua,Não se aplica
3519,Rua,Não se aplica
3520,Rua,Não se aplica
3521,Rua,Não se aplica
3522,Rua,Não se aplica
3523,Rua,Não se aplica
3524,Rua,Não se aplica
3525,Rua,Não se aplica
3526,Rua,Não se aplica
3527,Rua,Não se aplica
3528,Rua,Não se aplica
3529,Rua,Não se aplica
3530,Rua,Não se aplica
3531,Rua,Não se aplica
3532,Rua,Não se aplica
3533,Rua,Não se aplica
3534,Rua,Não se aplica
3535,Rua,Não se aplica
3536,Rua,Não se aplica
3537,Rua,Não se aplica
3538,Rua,Não se aplica
3539,Rua,Não se aplica
3540,Rua,Não se aplica
3541,Rua,Não se aplica
3542,Rua,Não se aplica
3543,Rua,Não se aplica
3544,Rua,Não se aplica
3545,Rua,Não se aplica
3546,Rua,Não se aplica
3547,Rua,Não se aplica
3548,Rua,Não se aplica
3549,Rua,Não se aplica
3550,Rua,Não se aplica
3551,Rua,Não se aplica
3552,Rua,Não se aplica
3553,Rua,Não se aplica
3554,Rua,Não se aplica
3555,Rua,Não se aplica
3556,Rua,Não se aplica
3557,Rua,Não se aplica
3558,Rua,Não se aplica
3559,Rua,Não se aplica
3560,Rua,Não se aplica
3561,Rua,Não se aplica
3562,Rua,Não se aplica
3563,Rua,Não se aplica
3564,Rua,Não se aplica
3565,Rua,Não se aplica
3566,Rua,Não se aplica
3567,Rua,Não se aplica
3568,Rua,Não se aplica
3569,Rua,Não se aplica
3570,Rua,Não se aplica
3571,Rua,Não se aplica
3572,Rua,Não se aplica
3573,Rua,Não se aplica
3574,Rua,Não se aplica
3575,Rua,Não se aplica
3576,Rua,Não se aplica
3577,Rua,Não se aplica
3578,Rua,Não se aplica
3579,Rua,Não se aplica
3580,Rua,Não se aplica
3581,Rua,Não se aplica
3582,Rua,Não se aplica
3583,Rua,Não se aplica
3584,Rua,Não se aplica
3585,Rua,Não se aplica
3586,Rua,Não se aplica
3587,Rua,Não se aplica
3588,Rua,Não se aplica
3589,Rua,Não se aplica
3590,Rua,Não se aplica
3591,Rua,Não se aplica
3592,Rua,Não se aplica
3593,Rua,Não se aplica
3594,Rua,Não se aplica
3595,Rua,Não se aplica
3596,Rua,Não se aplica
3597,Rua,Não se aplica
3598,Rua,Não se aplica
3599,Rua,Não se aplica
3600,Rua,Não se aplica
3601,Rua,Não se aplica
3602,Rua,Não se aplica
3603,Rua,Não se aplica
3604,Rua,Não se aplica
3605,Rua,Não se aplica
3606,Rua,Não se aplica
3607,Rua,Não se aplica
3608,Rua,Não se aplica
3609,Rua,Não se aplica
3610,Rua,Não se aplica
3611,Rua,Não se aplica
3612,Rua,Não se aplica
3613,Rua,Não se aplica
3614,Rua,Não se aplica
3615,Rua,Não se aplica
3616,Rua,Não se aplica
3617,Rua,Não se aplica
3618,Rua,Não se aplica
3619,Rua,Não se aplica
3620,Rua,Não se aplica
3621,Rua,Não se aplica
3622,Rua,Não se aplica
3623,Rua,Não se aplica
3624,Rua,Não se aplica
3625,Rua,Não se aplica
3626,Rua,Não se aplica
3627,Rua,Não se aplica
3628,Rua,Não se aplica
3629,Rua,Não se aplica
3630,Rua,Não se aplica
3631,Rua,Não se aplica
3632,Rua,Não se aplica
3633,Rua,Não se aplica
3634,Rua,Não se aplica
3635,Rua,Não se aplica
3636,Rua,Não se aplica
3637,Rua,Não se aplica
3638,Rua,Não se aplica
3639,Rua,Não se aplica
3640,Rua,Não se aplica
3641,Rua,Não se aplica
3642,Rua,Não se aplica
3643,Rua,Não se aplica
3644,Rua,Não se aplica
3645,Rua,Não se aplica
3646,Rua,Não se aplica
3647,Rua,Não se aplica
3648,Rua,Não se aplica
3649,Rua,Não se aplica
3650,Rua,Não se aplica
3651,Rua,Não se aplica
3652,Rua,Não se aplica
3653,Rua,Não se aplica
3654,Rua,Não se aplica
3655,Rua,Não se aplica
3656,Rua,Não se aplica
3657,Rua,Não se aplica
3658,Rua,Não se aplica
3659,Rua,Não se aplica
3660,Rua,Não se aplica
3661,Rua,Não se aplica
3662,Rua,Não se aplica
3663,Rua,Não se aplica
3664,Rua,Não se aplica
3665,Rua,Não se aplica
3666,Rua,Não se aplica
3667,Rua,Não se aplica
3668,Rua,Não se aplica
3669,Rua,Não se aplica
3670,Rua,Não se aplica
3671,Rua,Não se aplica
3672,Rua,Não se aplica
3673,Rua,Não se aplica
3674,Rua,Não se aplica
3675,Rua,Não se aplica
3676,Rua,Não se aplica
3677,Rua,Não se aplica
3678,Rua,Não se aplica
3679,Rua,Não se aplica
3680,Rua,Não se aplica
3681,Rua,Não se aplica
3682,Rua,Não se aplica
3683,Rua,Não se aplica
3684,Rua,Não se aplica
3685,Rua,Não se aplica
3686,Rua,Não se aplica
3687,Rua,Não se aplica
3688,Rua,Não se aplica
3689,Rua,Não se aplica
3690,Rua,Não se aplica
3691,Rua,Não se aplica
3692,Rua,Não se aplica
3693,Rua,Não se aplica
3694,Rua,Não se aplica
3695,Rua,Não se aplica
3696,Rua,Não se aplica
3697,Rua,Não se aplica
3698,Rua,Não se aplica
3699,Rua,Não se aplica
3700,Rua,Não se aplica
3701,Rua,Não se aplica
3702,Rua,Não se aplica
3703,Rua,Não se aplica
3704,Rua,Não se aplica
3705,Rua,Não se aplica
3706,Rua,Não se aplica
3707,Rua,Não se aplica
3708,Rua,Não se aplica
3709,Rua,Não se aplica
3710,Rua,Não se aplica
3711,Rua,Não se aplica
3712,Rua,Não se aplica
3713,Rua,Não se aplica
3714,Rua,Não se aplica
3715,Rua,Não se aplica
3716,Rua,Não se aplica
3717,Rua,Não se aplica
3718,Rua,Não se aplica
3719,Rua,Não se aplica
3720,Rua,Não se aplica
3721,Rua,Não se aplica
3722,Rua,Não se aplica
3723,Rua,Não se aplica
3724,Rua,Não se aplica
3725,Rua,Não se aplica
3726,Rua,Não se aplica
3727,Rua,Não se aplica
3728,Rua,Não se aplica
3729,Rua,Não se aplica
3730,Rua,Não se aplica
3731,Rua,Não se aplica
3732,Rua,Não se aplica
3733,Rua,Não se aplica
3734,Rua,Não se aplica
3735,Rua,Não se aplica
3736,Rua,Não se aplica
3737,Rua,Não se aplica
3738,Rua,Não se aplica
3739,Rua,Não se aplica
3740,Rua,Não se aplica
3741,Rua,Não se aplica
3742,Rua,Não se aplica
3743,Rua,Não se aplica
3744,Rua,Não se aplica
3745,Rua,Não se aplica
3746,Rua,Não se aplica
3747,Rua,Não se aplica
3748,Rua,Não se aplica
3749,Rua,Não se aplica
3750,Rua,Não se aplica
3751,Rua,Não se aplica
3752,Rua,Não se aplica
3753,Rua,Não se aplica
3754,Rua,Não se aplica
3755,Rua,Não se aplica
3756,Rua,Não se aplica
3757,Rua,Não se aplica
3758,Rua,Não se aplica
3759,Rua,Não se aplica
3760,Rua,Não se aplica
3761,Rua,Não se aplica
3762,Rua,Não se aplica
3763,Rua,Não se aplica
3764,Rua,Não se aplica
3765,Rua,Não se aplica
3766,Rua,Não se aplica
3767,Rua,Não se aplica
3768,Rua,Não se aplica
3769,Rua,Não se aplica
3770,Rua,Não se aplica
3771,Rua,Não se aplica
3772,Rua,Não se aplica
3773,Rua,Não se aplica
3774,Rua,Não se aplica
3775,Rua,Não se aplica
3776,Rua,Não se aplica
3777,Rua,Não se aplica
3778,Rua,Não se aplica
3779,Rua,Não se aplica
3780,Rua,Não se aplica
3781,Rua,Não se aplica
3782,Rua,Não se aplica
3783,Rua,Não se aplica
3784,Rua,Não se aplica
3785,Rua,Não se aplica
3786,Rua,Não se aplica
3787,Rua,Não se aplica
3788,Rua,Não se aplica
3789,Rua,Não se aplica
3790,Rua,Não se aplica
3791,Rua,Não se aplica
3792,Rua,Não se aplica
3793,Rua,Não se aplica
3794,Rua,Não se aplica
3795,Rua,Não se aplica
3796,Rua,Não se aplica
3797,Rua,Não se aplica
3798,Rua,Não se aplica
3799,Rua,Não se aplica
3800,Rua,Não se aplica
3801,Rua,Não se aplica
3802,Rua,Não se aplica
3803,Rua,Não se aplica
3804,Rua,Não se aplica
3805,Rua,Não se aplica
3806,Rua,Não se aplica
3807,Rua,Não se aplica
3808,Rua,Não se aplica
3809,Rua,Não se aplica
3810,Rua,Não se aplica
3811,Rua,Não se aplica
3812,Rua,Não se aplica
3813,Rua,Não se aplica
3814,Rua,Não se aplica
3815,Rua,Não se aplica
3816,Rua,Não se aplica
3817,Rua,Não se aplica
3818,Rua,Não se aplica
3819,Rua,Não se aplica
3820,Rua,Não se aplica
3821,Rua,Não se aplica
3822,Rua,Não se aplica
3823,Rua,Não se aplica
3824,Rua,Não se aplica
3825,Rua,Não se aplica
3826,Rua,Não se aplica
3827,Rua,Não se aplica
3828,Rua,Não se aplica
3829,Rua,Não se aplica
3830,Rua,Não se aplica
3831,Rua,Não se aplica
3832,Rua,Não se aplica
3833,Rua,Não se aplica
3834,Rua,Não se aplica
3835,Rua,Não se aplica
3836,Rua,Não se aplica
3837,Rua,Não se aplica
3838,Rua,Não se aplica
3839,Rua,Não se aplica
3840,Rua,Não se aplica
3841,Rua,Não se aplica
3842,Rua,Não se aplica
3843,Rua,Não se aplica
3844,Rua,Não se aplica
3845,Rua,Não se aplica
3846,Rua,Não se aplica
3847,Rua,Não se aplica
3848,Rua,Não se aplica
3849,Rua,Não se aplica
3850,Rua,Não se aplica
3851,Rua,Não se aplica
3852,Rua,Não se aplica
3853,Rua,Não se aplica
3854,Rua,Não se aplica
3855,Rua,Não se aplica
3856,Rua,Não se aplica
3857,Rua,Não se aplica
3858,Rua,Não se aplica
3859,Rua,Não se aplica
3860,Rua,Não se aplica
3861,Rua,Não se aplica
3862,Rua,Não se aplica
3863,Rua,Não se aplica
3864,Rua,Não se aplica
3865,Rua,Não se aplica
3866,Rua,Não se aplica
3867,Rua,Não se aplica
3868,Rua,Não se aplica
3869,Rua,Não se aplica
3870,Rua,Não se aplica
3871,Rua,Não se aplica
3872,Rua,Não se aplica
3873,Rua,Não se aplica
3874,Rua,Não se aplica
3875,Rua,Não se aplica
3876,Rua,Não se aplica
3877,Rua,Não se aplica
3878,Rua,Não se aplica
3879,Rua,Não se aplica
3880,Rua,Não se aplica
3881,Rua,Não se aplica
3882,Rua,Não se aplica
3883,Rua,Não se aplica
3884,Rua,Não se aplica
3885,Rua,Não se aplica
3886,Rua,Não se aplica
3887,Rua,Não se aplica
3888,Rua,Não se aplica
3889,Rua,Não se aplica
3890,Rua,Não se aplica
3891,Rua,Não se aplica
3892,Rua,Não se aplica
3893,Rua,Não se aplica
3894,Rua,Não se aplica
3895,Rua,Não se aplica
3896,Rua,Não se aplica
3897,Rua,Não se aplica
3898,Rua,Não se aplica
3899,Rua,Não se aplica
3900,Rua,Não se aplica
3901,Rua,Não se aplica
3902,Rua,Não se aplica
3903,Rua,Não se aplica
3904,Rua,Não se aplica
3905,Rua,Não se aplica
3906,Rua,Não se aplica
