ID,Rua_Acolhimento,Motivo_dormir_rua
6384,Acolhidos,Não se aplica
6385,Acolhidos,Não se aplica
6386,Acolhidos,Não se aplica
6387,Acolhidos,Não se aplica
6388,Acolhidos,Não se aplica
6389,Acolhidos,Não se aplica
6390,Acolhidos,Não se aplica
6391,Acolhidos,Não se aplica
6392,Acolhidos,Não se aplica
6393,Acolhidos,Não se aplica
6394,Acolhidos,Não se aplica
6395,Acolhidos,Não se aplica
6396,Acolhidos,Não se aplica
6397,Acolhidos,Não se aplica
6398,Acolhidos,Não se aplica
6399,Acolhidos,Não se aplica
6400,Acolhidos,Não se aplica
6401,Acolhidos,Não se aplica
6402,Acolhidos,Não se aplica
6403,Acolhidos,Não se aplica
6404,Acolhidos,Não se aplica
6405,Acolhidos,Não se aplica
6406,Acolhidos,Não se aplica
6407,Acolhidos,Não se aplica
6408,Acolhidos,Não se aplica
6409,Acolhidos,Não se aplica
6410,Acolhidos,Não se aplica
6411,Acolhidos,Não se aplica
6412,Acolhidos,Não se aplica
6413,Acolhidos,Não se aplica
6414,Acolhidos,Não se aplica
6415,Acolhidos,Não se aplica
6416,Acolhidos,Não se aplica
6417,Acolhidos,Não se aplica
6418,Acolhidos,Não se aplica
6419,Acolhidos,Não se aplica
6420,Acolhidos,Não se aplica
6421,Acolhidos,Não se aplica
6422,Acolhidos,Não se aplica
6423,Acolhidos,Não se aplica
6424,Acolhidos,Não se aplica
6425,Acolhidos,Não se aplica
6426,Acolhidos,Não se aplica
6427,Acolhidos,Não se aplica
6428,Acolhidos,Não se aplica
6429,Acolhidos,Não se aplica
6430,Acolhidos,Não se aplica
6431,Acolhidos,Não se aplica
6432,Acolhidos,Não se aplica
6433,Acolhidos,Não se aplica
6434,Acolhidos,Não se aplica
6435,Acolhidos,Não se aplica
6436,Acolhidos,Não se aplica
6437,Acolhidos,Não se aplica
6438,Acolhidos,Não se aplica
6439,Acolhidos,Não se aplica
6440,Acolhidos,Não se aplica
6441,Acolhidos,Não se aplica
6442,Acolhidos,Não se aplica
6443,Acolhidos,Não se aplica
6444,Acolhidos,Não se aplica
6445,Acolhidos,Não se aplica
6446,Acolhidos,Não se aplica
6447,Acolhidos,Não se aplica
6448,Acolhidos,Não se aplica
6449,Acolhidos,Não se aplica
6450,Acolhidos,Não se aplica
6451,Acolhidos,Não se aplica
6452,Acolhidos,Não se aplica
6453,Acolhidos,Não se aplica
6454,Acolhidos,Não se aplica
6455,Acolhidos,Não se aplica
6456,Acolhidos,Não se aplica
6457,Acolhidos,Não se aplica
6458,Acolhidos,Não se aplica
6459,Acolhidos,Não se aplica
6460,Acolhidos,Não se aplica
6461,Acolhidos,Não se aplica
6462,Acolhidos,Não se aplica
6463,Acolhidos,Não se aplica
6464,Acolhidos,Não se aplica
6465,Acolhidos,Não se aplica
6466,Acolhidos,Não se aplica
6467,Acolhidos,Não se aplica
6468,Acolhidos,Não se aplica
6469,Acolhidos,Não se aplica
6470,Acolhidos,Não se aplica
6471,Acolhidos,Não se aplica
6472,Acolhidos,Não se aplica
6473,Acolhidos,Não se aplica
6474,Acolhidos,Não se aplica
6475,Acolhidos,Não se aplica
6476,Acolhidos,Não se aplica
6477,Acolhidos,Não se aplica
6478,Acolhidos,Não se aplica
6479,Acolhidos,Não se aplica
6480,Acolhidos,Não se aplica
6481,Acolhidos,Não se aplica
6482,Acolhidos,Não se aplica
6483,Acolhidos,Não se aplica
6484,Acolhidos,Não se aplica
6485,Acolhidos,Não se aplica
6486,Acolhidos,Não se aplica
6487,Acolhidos,Não se aplica
6488,Acolhidos,Não se aplica
6489,Acolhidos,Não se aplica
6490,Acolhidos,Não se aplica
6491,Acolhidos,Não se aplica
6492,Acolhidos,Não se aplica
6493,Acolhidos,Não se aplica
6494,Acolhidos,Não se aplica
6495,Acolhidos,Não se aplica
6496,Acolhidos,Não se aplica
6497,Acolhidos,Não se aplica
6498,Acolhidos,Não se aplica
6499,Acolhidos,Não se aplica
6500,Acolhidos,Não se aplica
6501,Acolhidos,Não se aplica
6502,Acolhidos,Não se aplica
6503,Acolhidos,Não se aplica
6504,Acolhidos,Não se aplica
6505,Acolhidos,Não se aplica
6506,Acolhidos,Não se aplica
6507,Acolhidos,Não se aplica
6508,Acolhidos,Não se aplica
6509,Acolhidos,Não se aplica
6510,Acolhidos,Não se aplica
6511,Acolhidos,Não se aplica
6512,Acolhidos,Não se aplica
6513,Acolhidos,Não se aplica
6514,Acolhidos,Não se aplica
6515,Acolhidos,Não se aplica
6516,Acolhidos,Não se aplica
6517,Acolhidos,Não se aplica
6518,Acolhidos,Não se aplica
6519,Acolhidos,Não se aplica
6520,Acolhidos,Não se aplica
6521,Acolhidos,Não se aplica
6522,Acolhidos,Não se aplica
6523,Acolhidos,Não se aplica
6524,Acolhidos,Não se aplica
6525,Acolhidos,Não se aplica
6526,Acolhidos,Não se aplica
6527,Acolhidos,Não se aplica
6528,Acolhidos,Não se aplica
6529,Acolhidos,Não se aplica
6530,Acolhidos,Não se aplica
6531,Acolhidos,Não se aplica
6532,Acolhidos,Não se aplica
6533,Acolhidos,Não se aplica
6534,Acolhidos,Não se aplica
6535,Acolhidos,Não se aplica
6536,Acolhidos,Não se aplica
6537,Acolhidos,Não se aplica
6538,Acolhidos,Não se aplica
6539,Acolhidos,Não se aplica
6540,Acolhidos,Não se aplica
6541,Acolhidos,Não se aplica
6542,Acolhidos,Não se aplica
6543,Acolhidos,Não se aplica
6544,Acolhidos,Não se aplica
6545,Acolhidos,Não se aplica
6546,Acolhidos,Não se aplica
6547,Acolhidos,Não se aplica
6548,Acolhidos,Não se aplica
6549,Acolhidos,Não se aplica
6550,Acolhidos,Não se aplica
6551,Acolhidos,Não se aplica
6552,Acolhidos,Não se aplica
6553,Acolhidos,Não se aplica
6554,Acolhidos,Não se aplica
6555,Acolhidos,Não se aplica
6556,Acolhidos,Não se aplica
6557,Acolhidos,Não se aplica
6558,Acolhidos,Não se aplica
6559,Acolhidos,Não se aplica
6560,Acolhidos,Não se aplica
6561,Acolhidos,Não se aplica
6562,Acolhidos,Não se aplica
6563,Acolhidos,Não se aplica
6564,Acolhidos,Não se aplica
6565,Acolhidos,Não se aplica
6566,Acolhidos,Não se aplica
6567,Acolhidos,Não se aplica
6568,Acolhidos,Não se aplica
6569,Acolhidos,Não se aplica
6570,Acolhidos,Não se aplica
6571,Acolhidos,Não se aplica
6572,Acolhidos,Não se aplica
6573,Acolhidos,Não se aplica
6574,Acolhidos,Não se aplica
6575,Acolhidos,Não se aplica
6576,Acolhidos,Não se aplica
6577,Acolhidos,Não se aplica
6578,Acolhidos,Não se aplica
6579,Acolhidos,Não se aplica
6580,Acolhidos,Não se aplica
6581,Acolhidos,Não se aplica
6582,Acolhidos,Não se aplica
6583,Acolhidos,Não se aplica
6584,Acolhidos,Não se aplica
6585,Acolhidos,Não se aplica
6586,Acolhidos,Não se aplica
6587,Acolhidos,Não se aplica
6588,Acolhidos,Não se aplica
6589,Acolhidos,Não se aplica
6590,Acolhidos,Não se aplica
6591,Acolhidos,Não se aplica
6592,Acolhidos,Não se aplica
6593,Acolhidos,Não se aplica
6594,Acolhidos,Não se aplica
6595,Acolhidos,Não se aplica
6596,Acolhidos,Não se aplica
6597,Acolhidos,Não se aplica
6598,Acolhidos,Não se aplica
6599,Acolhidos,Não se aplica
6600,Acolhidos,Não se aplica
6601,Acolhidos,Não se aplica
6602,Acolhidos,Não se aplica
6603,Acolhidos,Não se aplica
6604,Acolhidos,Não se aplica
6605,Acolhidos,Não se aplica
6606,Acolhidos,Não se aplica
6607,Acolhidos,Não se aplica
6608,Acolhidos,Não se aplica
6609,Acolhidos,Não se aplica
6610,Acolhidos,Não se aplica
6611,Acolhidos,Não se aplica
6612,Acolhidos,Não se aplica
6613,Acolhidos,Não se aplica
6614,Acolhidos,Não se aplica
6615,Acolhidos,Não se aplica
6616,Acolhidos,Não se aplica
6617,Acolhidos,Não se aplica
6618,Acolhidos,Não se aplica
6619,Acolhidos,Não se aplica
6620,Acolhidos,Não se aplica
6621,Acolhidos,Não se aplica
6622,Acolhidos,Não se aplica
6623,Acolhidos,Não se aplica
6624,Acolhidos,Não se aplica
6625,Acolhidos,Não se aplica
6626,Acolhidos,Não se aplica
6627,Acolhidos,Não se aplica
6628,Acolhidos,Não se aplica
6629,Acolhidos,Não se aplica
6630,Acolhidos,Não se aplica
6631,Acolhidos,Não se aplica
6632,Acolhidos,Não se aplica
6633,Acolhidos,Não se aplica
6634,Acolhidos,Não se aplica
6635,Acolhidos,Não se aplica
6636,Acolhidos,Não se aplica
6637,Acolhidos,Não se aplica
6638,Acolhidos,Não se aplica
6639,Acolhidos,Não se aplica
6640,Acolhidos,Não se aplica
6641,Acolhidos,Não se aplica
6642,Acolhidos,Não se aplica
6643,Acolhidos,Não se aplica
6644,Acolhidos,Não se aplica
6645,Acolhidos,Não se aplica
6646,Acolhidos,Não se aplica
6647,Acolhidos,Não se aplica
6648,Acolhidos,Não se aplica
6649,Acolhidos,Não se aplica
6650,Acolhidos,Não se aplica
6651,Acolhidos,Não se aplica
6652,Acolhidos,Não se aplica
6653,Acolhidos,Não se aplica
6654,Acolhidos,Não se aplica
6655,Acolhidos,Não se aplica
6656,Acolhidos,Não se aplica
6657,Acolhidos,Não se aplica
6658,Acolhidos,Não se aplica
6659,Acolhidos,Não se aplica
6660,Acolhidos,Não se aplica
6661,Acolhidos,Não se aplica
6662,Acolhidos,Não se aplica
6663,Acolhidos,Não se aplica
6664,Acolhidos,Não se aplica
6665,Acolhidos,Não se aplica
6666,Acolhidos,Não se aplica
6667,Acolhidos,Não se aplica
6668,Acolhidos,Não se aplica
6669,Acolhidos,Não se aplica
6670,Acolhidos,Não se aplica
6671,Acolhidos,Não se aplica
6672,Acolhidos,Não se aplica
6673,Acolhidos,Não se aplica
6674,Acolhidos,Não se aplica
6675,Acolhidos,Não se aplica
6676,Acolhidos,Não se aplica
6677,Acolhidos,Não se aplica
6678,Acolhidos,Não se aplica
6679,Acolhidos,Não se aplica
6680,Acolhidos,Não se aplica
6681,Acolhidos,Não se aplica
6682,Acolhidos,Não se aplica
6683,Acolhidos,Não se aplica
6684,Acolhidos,Não se aplica
6685,Acolhidos,Não se aplica
6686,Acolhidos,Não se aplica
6687,Acolhidos,Não se aplica
6688,Acolhidos,Não se aplica
6689,Acolhidos,Não se aplica
6690,Acolhidos,Não se aplica
6691,Acolhidos,Não se aplica
6692,Acolhidos,Não se aplica
6693,Acolhidos,Não se aplica
6694,Acolhidos,Não se aplica
6695,Acolhidos,Não se aplica
6696,Acolhidos,Não se aplica
6697,Acolhidos,Não se aplica
6698,Acolhidos,Não se aplica
6699,Acolhidos,Não se aplica
6700,Acolhidos,Não se aplica
6701,Acolhidos,Não se aplica
6702,Acolhidos,Não se aplica
6703,Acolhidos,Não se aplica
6704,Acolhidos,Não se aplica
6705,Acolhidos,Não se aplica
6706,Acolhidos,Não se aplica
6707,Acolhidos,Não se aplica
6708,Acolhidos,Não se aplica
6709,Acolhidos,Não se aplica
6710,Acolhidos,Não se aplica
6711,Acolhidos,Não se aplica
6712,Acolhidos,Não se aplica
6713,Acolhidos,Não se aplica
6714,Acolhidos,Não se aplica
6715,Acolhidos,Não se aplica
6716,Acolhidos,Não se aplica
6717,Acolhidos,Não se aplica
6718,Acolhidos,Não se aplica
6719,Acolhidos,Não se aplica
6720,Acolhidos,Não se aplica
6721,Acolhidos,Não se aplica
6722,Acolhidos,Não se aplica
6723,Acolhidos,Não se aplica
6724,Acolhidos,Não se aplica
6725,Acolhidos,Não se aplica
6726,Acolhidos,Não se aplica
6727,Acolhidos,Não se aplica
6728,Acolhidos,Não se aplica
6729,Acolhidos,Não se aplica
6730,Acolhidos,Não se aplica
6731,Acolhidos,Não se aplica
6732,Acolhidos,Não se aplica
6733,Acolhidos,Não se aplica
6734,Acolhidos,Não se aplica
6735,Acolhidos,Não se aplica
6736,Acolhidos,Não se aplica
6737,Acolhidos,Não se aplica
6738,Acolhidos,Não se aplica
6739,Acolhidos,Não se aplica
6740,Acolhidos,Não se aplica
6741,Acolhidos,Não se aplica
6742,Acolhidos,Não se aplica
6743,Acolhidos,Não se aplica
6744,Acolhidos,Não se aplica
6745,Acolhidos,Não se aplica
6746,Acolhidos,Não se aplica
6747,Acolhidos,Não se aplica
6748,Acolhidos,Não se aplica
6749,Acolhidos,Não se aplica
6750,Acolhidos,Não se aplica
6751,Acolhidos,Não se aplica
6752,Acolhidos,Não se aplica
6753,Acolhidos,Não se aplica
6754,Acolhidos,Não se aplica
6755,Acolhidos,Não se aplica
6756,Acolhidos,Não se aplica
6757,Acolhidos,Não se aplica
6758,Acolhidos,Não se aplica
6759,Acolhidos,Não se aplica
6760,Acolhidos,Não se aplica
6761,Acolhidos,Não se aplica
6762,Acolhidos,Não se aplica
6763,Acolhidos,Não se aplica
6764,Acolhidos,Não se aplica
6765,Acolhidos,Não se aplica
6766,Acolhidos,Não se aplica
6767,Acolhidos,Não se aplica
6768,Acolhidos,Não se aplica
6769,Acolhidos,Não se aplica
6770,Acolhidos,Não se aplica
6771,Acolhidos,Não se aplica
6772,Acolhidos,Não se aplica
6773,Acolhidos,Não se aplica
6774,Acolhidos,Não se aplica
6775,Acolhidos,Não se aplica
6776,Acolhidos,Não se aplica
6777,Acolhidos,Não se aplica
6778,Acolhidos,Não se aplica
6779,Acolhidos,Não se aplica
6780,Acolhidos,Não se aplica
6781,Acolhidos,Não se aplica
6782,Acolhidos,Não se aplica
6783,Acolhidos,Não se aplica
6784,Acolhidos,Não se aplica
6785,Acolhidos,Não se aplica
6786,Acolhidos,Não se aplica
6787,Acolhidos,Não se aplica
6788,Acolhidos,Não se aplica
6789,Acolhidos,Não se aplica
6790,Acolhidos,Não se aplica
6791,Acolhidos,Não se aplica
6792,Acolhidos,Não se aplica
6793,Acolhidos,Não se aplica
6794,Acolhidos,Não se aplica
6795,Acolhidos,Não se aplica
6796,Acolhidos,Não se aplica
6797,Acolhidos,Não se aplica
6798,Acolhidos,Não se aplica
6799,Acolhidos,Não se aplica
6800,Acolhidos,Não se aplica
6801,Acolhidos,Não se aplica
6802,Acolhidos,Não se aplica
6803,Acolhidos,Não se aplica
6804,Acolhidos,Não se aplica
6805,Acolhidos,Não se aplica
6806,Acolhidos,Não se aplica
6807,Acolhidos,Não se aplica
6808,Acolhidos,Não se aplica
6809,Acolhidos,Não se aplica
6810,Acolhidos,Não se aplica
6811,Acolhidos,Não se aplica
6812,Acolhidos,Não se aplica
6813,Acolhidos,Não se aplica
6814,Acolhidos,Não se aplica
6815,Acolhidos,Não se aplica
6816,Acolhidos,Não se aplica
6817,Acolhidos,Não se aplica
6818,Acolhidos,Não se aplica
6819,Acolhidos,Não se aplica
6820,Acolhidos,Não se aplica
6821,Acolhidos,Não se aplica
6822,Acolhidos,Não se aplica
6823,Acolhidos,Não se aplica
6824,Acolhidos,Não se aplica
6825,Acolhidos,Não se aplica
6826,Acolhidos,Não se aplica
6827,Acolhidos,Não se aplica
6828,Acolhidos,Não se aplica
6829,Acolhidos,Não se aplica
6830,Acolhidos,Não se aplica
6831,Acolhidos,Não se aplica
6832,Acolhidos,Não se aplica
6833,Acolhidos,Não se aplica
6834,Acolhidos,Não se aplica
6835,Acolhidos,Não se aplica
6836,Acolhidos,Não se aplica
6837,Acolhidos,Não se aplica
6838,Acolhidos,Não se aplica
6839,Acolhidos,Não se aplica
6840,Acolhidos,Não se aplica
6841,Acolhidos,Não se aplica
6842,Acolhidos,Não se aplica
6843,Acolhidos,Não se aplica
6844,Acolhidos,Não se aplica
6845,Acolhidos,Não se aplica
6846,Acolhidos,Não se aplica
6847,Acolhidos,Não se aplica
6848,Acolhidos,Não se aplica
6849,Acolhidos,Não se aplica
6850,Acolhidos,Não se aplica
6851,Acolhidos,Não se aplica
6852,Acolhidos,Não se aplica
6853,Acolhidos,Não se aplica
6854,Acolhidos,Não se aplica
6855,Acolhidos,Não se aplica
6856,Acolhidos,Não se aplica
6857,Acolhidos,Não se aplica
6858,Acolhidos,Não se aplica
6859,Acolhidos,Não se aplica
6860,Acolhidos,Não se aplica
6861,Acolhidos,Não se aplica
6862,Acolhidos,Não se aplica
6863,Acolhidos,Não se aplica
6864,Acolhidos,Não se aplica
6865,Acolhidos,Não se aplica
6866,Acolhidos,Não se aplica
6867,Acolhidos,Não se aplica
6868,Acolhidos,Não se aplica
6869,Acolhidos,Não se aplica
6870,Acolhidos,Não se aplica
6871,Acolhidos,Não se aplica
6872,Acolhidos,Não se aplica
6873,Acolhidos,Não se aplica
6874,Acolhidos,Não se aplica
6875,Acolhidos,Não se aplica
6876,Acolhidos,Não se aplica
6877,Acolhidos,Não se aplica
6878,Acolhidos,Não se aplica
6879,Acolhidos,Não se aplica
6880,Acolhidos,Não se aplica
6881,Acolhidos,Não se aplica
6882,Acolhidos,Não se aplica
6883,Acolhidos,Não se aplica
6884,Acolhidos,Não se aplica
6885,Acolhidos,Não se aplica
6886,Acolhidos,Não se aplica
6887,Acolhidos,Não se aplica
6888,Acolhidos,Não se aplica
6889,Acolhidos,Não se aplica
6890,Acolhidos,Não se aplica
6891,Acolhidos,Não se aplica
6892,Acolhidos,Não se aplica
6893,Acolhidos,Não se aplica
6894,Acolhidos,Não se aplica
6895,Acolhidos,Não se aplica
6896,Acolhidos,Não se aplica
6897,Acolhidos,Não se aplica
6898,Acolhidos,Não se aplica
6899,Acolhidos,Não se aplica
6900,Acolhidos,Não se aplica
6901,Acolhidos,Não se aplica
6902,Acolhidos,Não se aplica
6903,Acolhidos,Não se aplica
6904,Acolhidos,Não se aplica
6905,Acolhidos,Não se aplica
6906,Acolhidos,Não se aplica
6907,Acolhidos,Não se aplica
6908,Acolhidos,Não se aplica
6909,Acolhidos,Não se aplica
6910,Acolhidos,Não se aplica
6911,Acolhidos,Não se aplica
6912,Acolhidos,Não se aplica
6913,Acolhidos,Não se aplica
6914,Acolhidos,Não se aplica
6915,Acolhidos,Não se aplica
6916,Acolhidos,Não se aplica
6917,Acolhidos,Não se aplica
6918,Acolhidos,Não se aplica
6919,Acolhidos,Não se aplica
6920,Acolhidos,Não se aplica
6921,Acolhidos,Não se aplica
6922,Acolhidos,Não se aplica
6923,Acolhidos,Não se aplica
6924,Acolhidos,Não se aplica
6925,Acolhidos,Não se aplica
6926,Acolhidos,Não se aplica
6927,Acolhidos,Não se aplica
6928,Acolhidos,Não se aplica
6929,Acolhidos,Não se aplica
6930,Acolhidos,Não se aplica
6931,Acolhidos,Não se aplica
6932,Acolhidos,Não se aplica
6933,Acolhidos,Não se aplica
6934,Acolhidos,Não se aplica
6935,Acolhidos,Não se aplica
6936,Acolhidos,Não se aplica
6937,Acolhidos,Não se aplica
6938,Acolhidos,Não se aplica
6939,Acolhidos,Não se aplica
6940,Acolhidos,Não se aplica
6941,Acolhidos,Não se aplica
6942,Acolhidos,Não se aplica
6943,Acolhidos,Não se aplica
6944,Acolhidos,Não se aplica
6945,Acolhidos,Não se aplica
6946,Acolhidos,Não se aplica
6947,Acolhidos,Não se aplica
6948,Acolhidos,Não se aplica
6949,Acolhidos,Não se aplica
6950,Acolhidos,Não se aplica
6951,Acolhidos,Não se aplica
6952,Acolhidos,Não se aplica
6953,Acolhidos,Não se aplica
6954,Acolhidos,Não se aplica
6955,Acolhidos,Não se aplica
6956,Acolhidos,Não se aplica
6957,Acolhidos,Não se aplica
6958,Acolhidos,Não se aplica
6959,Acolhidos,Não se aplica
6960,Acolhidos,Não se aplica
6961,Acolhidos,Não se aplica
6962,Acolhidos,Não se aplica
6963,Acolhidos,Não se aplica
6964,Acolhidos,Não se aplica
6965,Acolhidos,Não se aplica
6966,Acolhidos,Não se aplica
6967,Acolhidos,Não se aplica
6968,Acolhidos,Não se aplica
6969,Acolhidos,Não se aplica
6970,Acolhidos,Não se aplica
6971,Acolhidos,Não se aplica
6972,Rua,"Sofria ameaças, abusos ou violência"
6973,Rua,Alcoolismo e/ou uso de drogas
6974,Rua,Demissão do trabalho/desemprego ou perda da renda
6975,Rua,Família passou a viver na rua
6976,Rua,Conflitos familiares (inclui separação)
6977,Rua,NS/NR
6978,Rua,NS/NR
6979,Rua,NS/NR
6980,Rua,Demissão do trabalho/desemprego ou perda da renda
6981,Rua,Alcoolismo e/ou uso de drogas
6982,Rua,Alcoolismo e/ou uso de drogas
6983,Rua,Conflitos familiares (inclui separação)
6984,Rua,Desentendimentos na comunidade ou vizinhança
6985,Rua,Não se aplica
6986,Rua,Não se aplica
6987,Rua,Não se aplica
6988,Rua,Não se aplica
6989,Rua,Não se aplica
6990,Rua,Não se aplica
6991,Rua,Não se aplica
6992,Rua,Não se aplica
6993,Rua,Não se aplica
6994,Rua,Não se aplica
6995,Rua,Não se aplica
6996,Rua,Não se aplica
6997,Rua,Não se aplica
6998,Rua,Não se aplica
6999,Rua,Não se aplica
7000,Rua,Não se aplica
7001,Rua,Não se aplica
7002,Rua,Não se aplica
7003,Rua,Não se aplica
7004,Rua,Não se aplica
7005,Rua,Não se aplica
7006,Acolhidos,Não se aplica
7007,Acolhidos,Não se aplica
7008,Acolhidos,Não se aplica
7009,Acolhidos,Não se aplica
7010,Acolhidos,Não se aplica
7011,Acolhidos,Não se aplica
7012,Acolhidos,Não se aplica
7013,Acolhidos,Não se aplica
7014,Acolhidos,Não se aplica
7015,Acolhidos,Não se aplica
7016,Acolhidos,Não se aplica
7017,Acolhidos,Não se aplica
7018,Acolhidos,Não se aplica
7019,Acolhidos,Não se aplica
7020,Acolhidos,Não se aplica
7021,Acolhidos,Não se aplica
7022,Acolhidos,Não se aplica
7023,Acolhidos,Não se aplica
7024,Acolhidos,Não se aplica
7025,Acolhidos,Não se aplica
7026,Acolhidos,Não se aplica
7027,Acolhidos,Não se aplica
7028,Acolhidos,Não se aplica
7029,Acolhidos,Não se aplica
7030,Acolhidos,Não se aplica
7031,Acolhidos,Não se aplica
7032,Acolhidos,Não se aplica
7033,Acolhidos,Não se aplica
7034,Acolhidos,Não se aplica
7035,Acolhidos,Não se aplica
7036,Acolhidos,Não se aplica
7037,Acolhidos,Não se aplica
7038,Acolhidos,Não se aplica
7039,Acolhidos,Não se aplica
7040,Acolhidos,Não se aplica
7041,Acolhidos,Não se aplica
7042,Acolhidos,Não se aplica
7043,Acolhidos,Não se aplica
7044,Acolhidos,Não se aplica
7045,Acolhidos,Não se aplica
7046,Acolhidos,Não se aplica
7047,Acolhidos,Não se aplica
7048,Acolhidos,Não se aplica
7049,Acolhidos,Não se aplica
7050,Acolhidos,Não se aplica
7051,Acolhidos,Não se aplica
7052,Acolhidos,Não se aplica
7053,Acolhidos,Não se aplica
7054,Acolhidos,Não se aplica
7055,Acolhidos,Não se aplica
7056,Acolhidos,Não se aplica
7057,Acolhidos,Não se aplica
7058,Acolhidos,Não se aplica
7059,Acolhidos,Não se aplica
7060,Acolhidos,Não se aplica
7061,Acolhidos,Não se aplica
